run_id,condition_id,label,generated_status,requires_review,selected_action_type,default_packet_variant_id,default_split_packet_present,default_weak_aggregate_context_present,claim_boundary
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_split_packet_present,candidate,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_split_with_aggregate_note_present,candidate,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_split_with_weak_aggregate_context_present,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_social_provenance_present,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_packet_outside_control_rejected,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_packet_aggregate_context_preserved,observed,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,default_packet_aggregate_context_weakened,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,applicant_accepted_default_packet,candidate,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,applicant_revised_to_aggregate_review,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,applicant_revised_with_aggregate_note,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,applicant_rejected_default_for_higher_approval,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,applicant_held_or_escalated,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,split_packet_forwarded,candidate,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,aggregate_context_preserved,observed,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,aggregate_context_weakened,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,SL1,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,SL2,candidate,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,SL4,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,SL5,observed,true,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp02-split-with-aggregate-note-deadline-run-001,DP02_SPLIT_WITH_AGGREGATE_NOTE_DEADLINE,SL6,not_observed,false,accept_default_packet,split_with_aggregate_note,true,false,phase4_default_proposed_packet_structuring_observation_only
