run_id,condition_id,label,generated_status,requires_review,selected_action_type,default_packet_variant_id,default_split_packet_present,default_weak_aggregate_context_present,claim_boundary
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_packet_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_aggregate_note_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_weak_aggregate_context_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_social_provenance_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_outside_control_rejected,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_accepted_default_packet,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_to_aggregate_review,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_with_aggregate_note,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_rejected_default_for_higher_approval,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_held_or_escalated,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,split_packet_forwarded,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL1,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL2,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL4,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL5,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-001,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL6,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_packet_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_aggregate_note_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_weak_aggregate_context_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_social_provenance_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_outside_control_rejected,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_accepted_default_packet,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_to_aggregate_review,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_with_aggregate_note,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_rejected_default_for_higher_approval,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_held_or_escalated,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,split_packet_forwarded,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL1,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL2,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL4,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL5,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-002,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL6,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_packet_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_aggregate_note_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_weak_aggregate_context_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_social_provenance_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_outside_control_rejected,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_accepted_default_packet,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_to_aggregate_review,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_revised_with_aggregate_note,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_rejected_default_for_higher_approval,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_held_or_escalated,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,split_packet_forwarded,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL1,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL2,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL4,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL5,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-003,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,SL6,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_packet_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_aggregate_note_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_split_with_weak_aggregate_context_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_social_provenance_present,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_outside_control_rejected,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_preserved,observed,true,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,default_packet_aggregate_context_weakened,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
phase4-s34-default-proposed-packet-structuring-diagnostic-0001-dp01-conservative-aggregate-default-run-004,DP01_CONSERVATIVE_AGGREGATE_DEFAULT,applicant_accepted_default_packet,not_observed,false,revise_to_single_aggregate_request,conservative_aggregate_default,false,false,phase4_default_proposed_packet_structuring_observation_only
